Año,Municipio,categoria_delito,Total_Anual
2020,Ojuelos de Jalisco,EXTORSION,6
2021,Ojuelos de Jalisco,EXTORSION,2
2022,Ojuelos de Jalisco,EXTORSION,0
2023,Ojuelos de Jalisco,EXTORSION,2
2024,Ojuelos de Jalisco,EXTORSION,1
2025,Ojuelos de Jalisco,EXTORSION,2
2015,Pihuamo,EXTORSION,0
2016,Pihuamo,EXTORSION,2
2017,Pihuamo,EXTORSION,0
2018,Pihuamo,EXTORSION,0
2019,Pihuamo,EXTORSION,0
2020,Pihuamo,EXTORSION,0
2021,Pihuamo,EXTORSION,0
2022,Pihuamo,EXTORSION,0
2023,Pihuamo,EXTORSION,0
2024,Pihuamo,EXTORSION,0
2025,Pihuamo,EXTORSION,0
2015,Poncitlán,EXTORSION,3
2016,Poncitlán,EXTORSION,4
2017,Poncitlán,EXTORSION,1
2018,Poncitlán,EXTORSION,2
2019,Poncitlán,EXTORSION,2
2020,Poncitlán,EXTORSION,2
2021,Poncitlán,EXTORSION,0
2022,Poncitlán,EXTORSION,4
2023,Poncitlán,EXTORSION,5
2024,Poncitlán,EXTORSION,2
2025,Poncitlán,EXTORSION,2
2015,Puerto Vallarta,EXTORSION,68
2016,Puerto Vallarta,EXTORSION,19
2017,Puerto Vallarta,EXTORSION,21
2018,Puerto Vallarta,EXTORSION,67
2019,Puerto Vallarta,EXTORSION,25
2020,Puerto Vallarta,EXTORSION,27
2021,Puerto Vallarta,EXTORSION,43
2022,Puerto Vallarta,EXTORSION,53
2023,Puerto Vallarta,EXTORSION,39
2024,Puerto Vallarta,EXTORSION,17
2025,Puerto Vallarta,EXTORSION,24
2015,Quitupan,EXTORSION,1
2016,Quitupan,EXTORSION,1
2017,Quitupan,EXTORSION,0
2018,Quitupan,EXTORSION,0
2019,Quitupan,EXTORSION,0
2020,Quitupan,EXTORSION,0
2021,Quitupan,EXTORSION,0
2022,Quitupan,EXTORSION,1
2023,Quitupan,EXTORSION,0
2024,Quitupan,EXTORSION,0
2025,Quitupan,EXTORSION,0
2015,San Cristóbal de la Barranca,EXTORSION,0
2016,San Cristóbal de la Barranca,EXTORSION,1
2017,San Cristóbal de la Barranca,EXTORSION,0
2018,San Cristóbal de la Barranca,EXTORSION,0
2019,San Cristóbal de la Barranca,EXTORSION,0
2020,San Cristóbal de la Barranca,EXTORSION,0
2021,San Cristóbal de la Barranca,EXTORSION,0
2022,San Cristóbal de la Barranca,EXTORSION,0
2023,San Cristóbal de la Barranca,EXTORSION,1
2024,San Cristóbal de la Barranca,EXTORSION,0
2025,San Cristóbal de la Barranca,EXTORSION,0
2015,San Diego de Alejandría,EXTORSION,1
2016,San Diego de Alejandría,EXTORSION,0
2017,San Diego de Alejandría,EXTORSION,0
2018,San Diego de Alejandría,EXTORSION,1
2019,San Diego de Alejandría,EXTORSION,0
2020,San Diego de Alejandría,EXTORSION,0
2021,San Diego de Alejandría,EXTORSION,0
2022,San Diego de Alejandría,EXTORSION,0
2023,San Diego de Alejandría,EXTORSION,1
2024,San Diego de Alejandría,EXTORSION,3
2025,San Diego de Alejandría,EXTORSION,1
2015,San Gabriel,EXTORSION,3
2016,San Gabriel,EXTORSION,0
2017,San Gabriel,EXTORSION,1
2018,San Gabriel,EXTORSION,1
2019,San Gabriel,EXTORSION,1
2020,San Gabriel,EXTORSION,0
2021,San Gabriel,EXTORSION,0
2022,San Gabriel,EXTORSION,0
2023,San Gabriel,EXTORSION,0
2024,San Gabriel,EXTORSION,0
2025,San Gabriel,EXTORSION,0
2015,San Ignacio Cerro Gordo,EXTORSION,2
2016,San Ignacio Cerro Gordo,EXTORSION,1
2017,San Ignacio Cerro Gordo,EXTORSION,1
2018,San Ignacio Cerro Gordo,EXTORSION,4
2019,San Ignacio Cerro Gordo,EXTORSION,5
2020,San Ignacio Cerro Gordo,EXTORSION,8
2021,San Ignacio Cerro Gordo,EXTORSION,1
2022,San Ignacio Cerro Gordo,EXTORSION,9
2023,San Ignacio Cerro Gordo,EXTORSION,0
2024,San Ignacio Cerro Gordo,EXTORSION,0
2025,San Ignacio Cerro Gordo,EXTORSION,2
2015,San Juan de los Lagos,EXTORSION,2
2016,San Juan de los Lagos,EXTORSION,8
2017,San Juan de los Lagos,EXTORSION,5
2018,San Juan de los Lagos,EXTORSION,6
2019,San Juan de los Lagos,EXTORSION,6
2020,San Juan de los Lagos,EXTORSION,10
2021,San Juan de los Lagos,EXTORSION,3
2022,San Juan de los Lagos,EXTORSION,0
2023,San Juan de los Lagos,EXTORSION,5
2024,San Juan de los Lagos,EXTORSION,8
2025,San Juan de los Lagos,EXTORSION,0
2015,San Juanito de Escobedo,EXTORSION,0
2016,San Juanito de Escobedo,EXTORSION,0
2017,San Juanito de Escobedo,EXTORSION,0
2018,San Juanito de Escobedo,EXTORSION,1
2019,San Juanito de Escobedo,EXTORSION,0
2020,San Juanito de Escobedo,EXTORSION,1
2021,San Juanito de Escobedo,EXTORSION,0
2022,San Juanito de Escobedo,EXTORSION,0
2023,San Juanito de Escobedo,EXTORSION,1
2024,San Juanito de Escobedo,EXTORSION,0
2025,San Juanito de Escobedo,EXTORSION,2
2015,San Julián,EXTORSION,6
2016,San Julián,EXTORSION,0
2017,San Julián,EXTORSION,1
2018,San Julián,EXTORSION,0
2019,San Julián,EXTORSION,2
2020,San Julián,EXTORSION,1
2021,San Julián,EXTORSION,1
2022,San Julián,EXTORSION,0
2023,San Julián,EXTORSION,0
2024,San Julián,EXTORSION,1
2025,San Julián,EXTORSION,1
2015,San Marcos,EXTORSION,1
2016,San Marcos,EXTORSION,0
2017,San Marcos,EXTORSION,0
2018,San Marcos,EXTORSION,0
2019,San Marcos,EXTORSION,1
2020,San Marcos,EXTORSION,0
2021,San Marcos,EXTORSION,0
2022,San Marcos,EXTORSION,0
2023,San Marcos,EXTORSION,0
2024,San Marcos,EXTORSION,0
2025,San Marcos,EXTORSION,2
2015,San Martín Hidalgo,EXTORSION,3
2016,San Martín Hidalgo,EXTORSION,1
2017,San Martín Hidalgo,EXTORSION,3
2018,San Martín Hidalgo,EXTORSION,1
2019,San Martín Hidalgo,EXTORSION,2
2020,San Martín Hidalgo,EXTORSION,4
2021,San Martín Hidalgo,EXTORSION,3
2022,San Martín Hidalgo,EXTORSION,1
2023,San Martín Hidalgo,EXTORSION,1
2024,San Martín Hidalgo,EXTORSION,0
2025,San Martín Hidalgo,EXTORSION,2
2015,San Martín de Bolaños,EXTORSION,0
2016,San Martín de Bolaños,EXTORSION,0
2017,San Martín de Bolaños,EXTORSION,0
2018,San Martín de Bolaños,EXTORSION,0
2019,San Martín de Bolaños,EXTORSION,1
2020,San Martín de Bolaños,EXTORSION,0
2021,San Martín de Bolaños,EXTORSION,1
2022,San Martín de Bolaños,EXTORSION,0
2023,San Martín de Bolaños,EXTORSION,0
2024,San Martín de Bolaños,EXTORSION,0
2025,San Martín de Bolaños,EXTORSION,0
2015,San Miguel el Alto,EXTORSION,3
2016,San Miguel el Alto,EXTORSION,3
2017,San Miguel el Alto,EXTORSION,0
2018,San Miguel el Alto,EXTORSION,2
2019,San Miguel el Alto,EXTORSION,2
2020,San Miguel el Alto,EXTORSION,4
2021,San Miguel el Alto,EXTORSION,2
2022,San Miguel el Alto,EXTORSION,2
2023,San Miguel el Alto,EXTORSION,1
2024,San Miguel el Alto,EXTORSION,0
2025,San Miguel el Alto,EXTORSION,0
2015,San Pedro Tlaquepaque,EXTORSION,49
2016,San Pedro Tlaquepaque,EXTORSION,34
2017,San Pedro Tlaquepaque,EXTORSION,27
2018,San Pedro Tlaquepaque,EXTORSION,42
2019,San Pedro Tlaquepaque,EXTORSION,36
2020,San Pedro Tlaquepaque,EXTORSION,43
2021,San Pedro Tlaquepaque,EXTORSION,42
2022,San Pedro Tlaquepaque,EXTORSION,47
2023,San Pedro Tlaquepaque,EXTORSION,33
2024,San Pedro Tlaquepaque,EXTORSION,27
2025,San Pedro Tlaquepaque,EXTORSION,11
2015,San Sebastián del Oeste,EXTORSION,0
2016,San Sebastián del Oeste,EXTORSION,0
2017,San Sebastián del Oeste,EXTORSION,0
2018,San Sebastián del Oeste,EXTORSION,0
2019,San Sebastián del Oeste,EXTORSION,0
2020,San Sebastián del Oeste,EXTORSION,0
2021,San Sebastián del Oeste,EXTORSION,0
2022,San Sebastián del Oeste,EXTORSION,0
2023,San Sebastián del Oeste,EXTORSION,1
2024,San Sebastián del Oeste,EXTORSION,0
2025,San Sebastián del Oeste,EXTORSION,0
2015,Santa María de los Ángeles,EXTORSION,0
2016,Santa María de los Ángeles,EXTORSION,0
2017,Santa María de los Ángeles,EXTORSION,0
2018,Santa María de los Ángeles,EXTORSION,1
2019,Santa María de los Ángeles,EXTORSION,0
2020,Santa María de los Ángeles,EXTORSION,0
2021,Santa María de los Ángeles,EXTORSION,0
2022,Santa María de los Ángeles,EXTORSION,0
2023,Santa María de los Ángeles,EXTORSION,0
2024,Santa María de los Ángeles,EXTORSION,0
2025,Santa María de los Ángeles,EXTORSION,1
2015,Santa María del Oro,EXTORSION,0
2016,Santa María del Oro,EXTORSION,0
2017,Santa María del Oro,EXTORSION,0
2018,Santa María del Oro,EXTORSION,0
2019,Santa María del Oro,EXTORSION,0
2020,Santa María del Oro,EXTORSION,0
2021,Santa María del Oro,EXTORSION,0
2022,Santa María del Oro,EXTORSION,0
2023,Santa María del Oro,EXTORSION,0
2024,Santa María del Oro,EXTORSION,0
2025,Santa María del Oro,EXTORSION,1
2015,Sayula,EXTORSION,4
2016,Sayula,EXTORSION,4
2017,Sayula,EXTORSION,5
2018,Sayula,EXTORSION,5
2019,Sayula,EXTORSION,6
2020,Sayula,EXTORSION,1
2021,Sayula,EXTORSION,1
2022,Sayula,EXTORSION,0
2023,Sayula,EXTORSION,0
2024,Sayula,EXTORSION,1
2025,Sayula,EXTORSION,1
2015,Tala,EXTORSION,5
2016,Tala,EXTORSION,3
2017,Tala,EXTORSION,12
2018,Tala,EXTORSION,2
2019,Tala,EXTORSION,4
2020,Tala,EXTORSION,11
2021,Tala,EXTORSION,7
2022,Tala,EXTORSION,11
2023,Tala,EXTORSION,8
2024,Tala,EXTORSION,15
2025,Tala,EXTORSION,41
2015,Talpa de Allende,EXTORSION,1
2016,Talpa de Allende,EXTORSION,0
2017,Talpa de Allende,EXTORSION,2
2018,Talpa de Allende,EXTORSION,2
2019,Talpa de Allende,EXTORSION,7
2020,Talpa de Allende,EXTORSION,1
2021,Talpa de Allende,EXTORSION,1
2022,Talpa de Allende,EXTORSION,3
2023,Talpa de Allende,EXTORSION,0
2024,Talpa de Allende,EXTORSION,0
2025,Talpa de Allende,EXTORSION,2
2015,Tamazula de Gordiano,EXTORSION,4
2016,Tamazula de Gordiano,EXTORSION,1
2017,Tamazula de Gordiano,EXTORSION,4
2018,Tamazula de Gordiano,EXTORSION,4
2019,Tamazula de Gordiano,EXTORSION,2
2020,Tamazula de Gordiano,EXTORSION,2
2021,Tamazula de Gordiano,EXTORSION,0
2022,Tamazula de Gordiano,EXTORSION,1
2023,Tamazula de Gordiano,EXTORSION,3
2024,Tamazula de Gordiano,EXTORSION,0
2025,Tamazula de Gordiano,EXTORSION,0
2015,Tapalpa,EXTORSION,2
2016,Tapalpa,EXTORSION,1
2017,Tapalpa,EXTORSION,0
2018,Tapalpa,EXTORSION,2
2019,Tapalpa,EXTORSION,1
2020,Tapalpa,EXTORSION,0
2021,Tapalpa,EXTORSION,1
2022,Tapalpa,EXTORSION,0
2023,Tapalpa,EXTORSION,0
2024,Tapalpa,EXTORSION,1
2025,Tapalpa,EXTORSION,1
2015,Tecalitlán,EXTORSION,1
2016,Tecalitlán,EXTORSION,1
2017,Tecalitlán,EXTORSION,0
2018,Tecalitlán,EXTORSION,0
2019,Tecalitlán,EXTORSION,0
2020,Tecalitlán,EXTORSION,0
2021,Tecalitlán,EXTORSION,0
2022,Tecalitlán,EXTORSION,1
2023,Tecalitlán,EXTORSION,0
2024,Tecalitlán,EXTORSION,0
2025,Tecalitlán,EXTORSION,0
2015,Techaluta de Montenegro,EXTORSION,0
2016,Techaluta de Montenegro,EXTORSION,1
2017,Techaluta de Montenegro,EXTORSION,1
2018,Techaluta de Montenegro,EXTORSION,0
2019,Techaluta de Montenegro,EXTORSION,2
2020,Techaluta de Montenegro,EXTORSION,1
2021,Techaluta de Montenegro,EXTORSION,0
2022,Techaluta de Montenegro,EXTORSION,0
2023,Techaluta de Montenegro,EXTORSION,0
2024,Techaluta de Montenegro,EXTORSION,0
2025,Techaluta de Montenegro,EXTORSION,1
2015,Tecolotlán,EXTORSION,0
2016,Tecolotlán,EXTORSION,0
2017,Tecolotlán,EXTORSION,0
2018,Tecolotlán,EXTORSION,0
2019,Tecolotlán,EXTORSION,0
2020,Tecolotlán,EXTORSION,1
2021,Tecolotlán,EXTORSION,0
2022,Tecolotlán,EXTORSION,0
2023,Tecolotlán,EXTORSION,3
2024,Tecolotlán,EXTORSION,1
2025,Tecolotlán,EXTORSION,1
2015,Tenamaxtlán,EXTORSION,0
2016,Tenamaxtlán,EXTORSION,0
2017,Tenamaxtlán,EXTORSION,1
2018,Tenamaxtlán,EXTORSION,0
2019,Tenamaxtlán,EXTORSION,0
2020,Tenamaxtlán,EXTORSION,0
2021,Tenamaxtlán,EXTORSION,2
2022,Tenamaxtlán,EXTORSION,0
2023,Tenamaxtlán,EXTORSION,0
2024,Tenamaxtlán,EXTORSION,1
2025,Tenamaxtlán,EXTORSION,0
2015,Teocaltiche,EXTORSION,2
2016,Teocaltiche,EXTORSION,0
2017,Teocaltiche,EXTORSION,1
2018,Teocaltiche,EXTORSION,1
2019,Teocaltiche,EXTORSION,4
2020,Teocaltiche,EXTORSION,1
2021,Teocaltiche,EXTORSION,1
2022,Teocaltiche,EXTORSION,0
2023,Teocaltiche,EXTORSION,1
2024,Teocaltiche,EXTORSION,1
2025,Teocaltiche,EXTORSION,7
2015,Teocuitatlán de Corona,EXTORSION,0
2016,Teocuitatlán de Corona,EXTORSION,1
2017,Teocuitatlán de Corona,EXTORSION,0
2018,Teocuitatlán de Corona,EXTORSION,0
2019,Teocuitatlán de Corona,EXTORSION,0
2020,Teocuitatlán de Corona,EXTORSION,0
2021,Teocuitatlán de Corona,EXTORSION,0
2022,Teocuitatlán de Corona,EXTORSION,0
2023,Teocuitatlán de Corona,EXTORSION,1
2024,Teocuitatlán de Corona,EXTORSION,0
2025,Teocuitatlán de Corona,EXTORSION,0
2015,Tepatitlán de Morelos,EXTORSION,30
2016,Tepatitlán de Morelos,EXTORSION,22
2017,Tepatitlán de Morelos,EXTORSION,11
2018,Tepatitlán de Morelos,EXTORSION,20
2019,Tepatitlán de Morelos,EXTORSION,21
2020,Tepatitlán de Morelos,EXTORSION,24
2021,Tepatitlán de Morelos,EXTORSION,14
2022,Tepatitlán de Morelos,EXTORSION,18
2023,Tepatitlán de Morelos,EXTORSION,22
2024,Tepatitlán de Morelos,EXTORSION,14
2025,Tepatitlán de Morelos,EXTORSION,15
2015,Tequila,EXTORSION,4
2016,Tequila,EXTORSION,9
2017,Tequila,EXTORSION,4
2018,Tequila,EXTORSION,7
2019,Tequila,EXTORSION,3
2020,Tequila,EXTORSION,9
2021,Tequila,EXTORSION,9
2022,Tequila,EXTORSION,9
2023,Tequila,EXTORSION,4
2024,Tequila,EXTORSION,7
2025,Tequila,EXTORSION,8
2015,Teuchitlán,EXTORSION,0
2016,Teuchitlán,EXTORSION,0
2017,Teuchitlán,EXTORSION,0
2018,Teuchitlán,EXTORSION,0
2019,Teuchitlán,EXTORSION,0
2020,Teuchitlán,EXTORSION,1
2021,Teuchitlán,EXTORSION,1
2022,Teuchitlán,EXTORSION,1
2023,Teuchitlán,EXTORSION,0
2024,Teuchitlán,EXTORSION,0
2025,Teuchitlán,EXTORSION,1
2015,Tizapán el Alto,EXTORSION,0
2016,Tizapán el Alto,EXTORSION,1
2017,Tizapán el Alto,EXTORSION,1
2018,Tizapán el Alto,EXTORSION,0
2019,Tizapán el Alto,EXTORSION,0
2020,Tizapán el Alto,EXTORSION,0
2021,Tizapán el Alto,EXTORSION,1
2022,Tizapán el Alto,EXTORSION,0
2023,Tizapán el Alto,EXTORSION,1
2024,Tizapán el Alto,EXTORSION,3
2025,Tizapán el Alto,EXTORSION,1
2015,Tlajomulco de Zúñiga,EXTORSION,49
2016,Tlajomulco de Zúñiga,EXTORSION,31
2017,Tlajomulco de Zúñiga,EXTORSION,25
2018,Tlajomulco de Zúñiga,EXTORSION,36
2019,Tlajomulco de Zúñiga,EXTORSION,58
2020,Tlajomulco de Zúñiga,EXTORSION,56
2021,Tlajomulco de Zúñiga,EXTORSION,42
2022,Tlajomulco de Zúñiga,EXTORSION,67
2023,Tlajomulco de Zúñiga,EXTORSION,66
2024,Tlajomulco de Zúñiga,EXTORSION,64
2025,Tlajomulco de Zúñiga,EXTORSION,32
2015,Tolimán,EXTORSION,1
2016,Tolimán,EXTORSION,0
2017,Tolimán,EXTORSION,0
2018,Tolimán,EXTORSION,0
2019,Tolimán,EXTORSION,0
2020,Tolimán,EXTORSION,0
2021,Tolimán,EXTORSION,0
2022,Tolimán,EXTORSION,1
2023,Tolimán,EXTORSION,0
2024,Tolimán,EXTORSION,0
2025,Tolimán,EXTORSION,0
2015,Tomatlán,EXTORSION,2
2016,Tomatlán,EXTORSION,2
2017,Tomatlán,EXTORSION,0
2018,Tomatlán,EXTORSION,3
2019,Tomatlán,EXTORSION,0
2020,Tomatlán,EXTORSION,0
2021,Tomatlán,EXTORSION,3
2022,Tomatlán,EXTORSION,1
2023,Tomatlán,EXTORSION,4
2024,Tomatlán,EXTORSION,0
2025,Tomatlán,EXTORSION,0
2015,Tonalá,EXTORSION,37
2016,Tonalá,EXTORSION,22
2017,Tonalá,EXTORSION,23
2018,Tonalá,EXTORSION,26
2019,Tonalá,EXTORSION,17
2020,Tonalá,EXTORSION,24
2021,Tonalá,EXTORSION,24
2022,Tonalá,EXTORSION,32
2023,Tonalá,EXTORSION,25
2024,Tonalá,EXTORSION,17
2025,Tonalá,EXTORSION,10
2015,Tonaya,EXTORSION,0
2016,Tonaya,EXTORSION,0
2017,Tonaya,EXTORSION,1
2018,Tonaya,EXTORSION,0
2019,Tonaya,EXTORSION,0
2020,Tonaya,EXTORSION,0
2021,Tonaya,EXTORSION,0
2022,Tonaya,EXTORSION,1
2023,Tonaya,EXTORSION,0
2024,Tonaya,EXTORSION,0
2025,Tonaya,EXTORSION,1
2015,Tonila,EXTORSION,0
2016,Tonila,EXTORSION,0
2017,Tonila,EXTORSION,0
2018,Tonila,EXTORSION,0
2019,Tonila,EXTORSION,0
2020,Tonila,EXTORSION,0
2021,Tonila,EXTORSION,0
2022,Tonila,EXTORSION,0
2023,Tonila,EXTORSION,1
2024,Tonila,EXTORSION,1
2025,Tonila,EXTORSION,0
2015,Totatiche,EXTORSION,1
2016,Totatiche,EXTORSION,1
2017,Totatiche,EXTORSION,0
2018,Totatiche,EXTORSION,0
2019,Totatiche,EXTORSION,1
2020,Totatiche,EXTORSION,0
2021,Totatiche,EXTORSION,0
2022,Totatiche,EXTORSION,0
2023,Totatiche,EXTORSION,0
2024,Totatiche,EXTORSION,1
2025,Totatiche,EXTORSION,0
2015,Tototlán,EXTORSION,3
2016,Tototlán,EXTORSION,4
2017,Tototlán,EXTORSION,2
2018,Tototlán,EXTORSION,3
2019,Tototlán,EXTORSION,0
2020,Tototlán,EXTORSION,1
2021,Tototlán,EXTORSION,0
2022,Tototlán,EXTORSION,1
2023,Tototlán,EXTORSION,1
2024,Tototlán,EXTORSION,2
2025,Tototlán,EXTORSION,3
2015,Tuxcacuesco,EXTORSION,0
2016,Tuxcacuesco,EXTORSION,0
2017,Tuxcacuesco,EXTORSION,0
2018,Tuxcacuesco,EXTORSION,0
2019,Tuxcacuesco,EXTORSION,0
2020,Tuxcacuesco,EXTORSION,1
2021,Tuxcacuesco,EXTORSION,0
2022,Tuxcacuesco,EXTORSION,0
2023,Tuxcacuesco,EXTORSION,0
2024,Tuxcacuesco,EXTORSION,0
2025,Tuxcacuesco,EXTORSION,0
2015,Tuxcueca,EXTORSION,0
2016,Tuxcueca,EXTORSION,0
2017,Tuxcueca,EXTORSION,0
2018,Tuxcueca,EXTORSION,0
2019,Tuxcueca,EXTORSION,1
2020,Tuxcueca,EXTORSION,0
2021,Tuxcueca,EXTORSION,0
2022,Tuxcueca,EXTORSION,1
2023,Tuxcueca,EXTORSION,1
2024,Tuxcueca,EXTORSION,0
2025,Tuxcueca,EXTORSION,0
2015,Tuxpan,EXTORSION,1
2016,Tuxpan,EXTORSION,1
2017,Tuxpan,EXTORSION,3
2018,Tuxpan,EXTORSION,4
2019,Tuxpan,EXTORSION,2
2020,Tuxpan,EXTORSION,2
2021,Tuxpan,EXTORSION,2
2022,Tuxpan,EXTORSION,0
2023,Tuxpan,EXTORSION,0
2024,Tuxpan,EXTORSION,0
2025,Tuxpan,EXTORSION,1
2015,Unión de San Antonio,EXTORSION,1
2016,Unión de San Antonio,EXTORSION,0
2017,Unión de San Antonio,EXTORSION,0
2018,Unión de San Antonio,EXTORSION,0
2019,Unión de San Antonio,EXTORSION,0
2020,Unión de San Antonio,EXTORSION,0
2021,Unión de San Antonio,EXTORSION,0
2022,Unión de San Antonio,EXTORSION,0
2023,Unión de San Antonio,EXTORSION,0
2024,Unión de San Antonio,EXTORSION,1
2025,Unión de San Antonio,EXTORSION,1
2015,Unión de Tula,EXTORSION,2
2016,Unión de Tula,EXTORSION,2
2017,Unión de Tula,EXTORSION,6
2018,Unión de Tula,EXTORSION,0
2019,Unión de Tula,EXTORSION,0
2020,Unión de Tula,EXTORSION,0
2021,Unión de Tula,EXTORSION,1
2022,Unión de Tula,EXTORSION,0
2023,Unión de Tula,EXTORSION,1
2024,Unión de Tula,EXTORSION,0
2025,Unión de Tula,EXTORSION,0
2015,Valle de Guadalupe,EXTORSION,2
2016,Valle de Guadalupe,EXTORSION,0
2017,Valle de Guadalupe,EXTORSION,1
2018,Valle de Guadalupe,EXTORSION,1
2019,Valle de Guadalupe,EXTORSION,1
2020,Valle de Guadalupe,EXTORSION,3
2021,Valle de Guadalupe,EXTORSION,0
2022,Valle de Guadalupe,EXTORSION,1
2023,Valle de Guadalupe,EXTORSION,1
2024,Valle de Guadalupe,EXTORSION,0
2025,Valle de Guadalupe,EXTORSION,1
2015,Valle de Juárez,EXTORSION,0
2016,Valle de Juárez,EXTORSION,1
2017,Valle de Juárez,EXTORSION,1
2018,Valle de Juárez,EXTORSION,0
2019,Valle de Juárez,EXTORSION,0
2020,Valle de Juárez,EXTORSION,0
2021,Valle de Juárez,EXTORSION,1
2022,Valle de Juárez,EXTORSION,0
2023,Valle de Juárez,EXTORSION,0
2024,Valle de Juárez,EXTORSION,0
2025,Valle de Juárez,EXTORSION,1
2015,Villa Corona,EXTORSION,0
2016,Villa Corona,EXTORSION,0
2017,Villa Corona,EXTORSION,3
2018,Villa Corona,EXTORSION,1
2019,Villa Corona,EXTORSION,2
2020,Villa Corona,EXTORSION,3
2021,Villa Corona,EXTORSION,4
2022,Villa Corona,EXTORSION,1
2023,Villa Corona,EXTORSION,0
2024,Villa Corona,EXTORSION,4
2025,Villa Corona,EXTORSION,1
2015,Villa Guerrero,EXTORSION,0
2016,Villa Guerrero,EXTORSION,0
2017,Villa Guerrero,EXTORSION,0
2018,Villa Guerrero,EXTORSION,0
2019,Villa Guerrero,EXTORSION,0
2020,Villa Guerrero,EXTORSION,0
2021,Villa Guerrero,EXTORSION,0
2022,Villa Guerrero,EXTORSION,0
2023,Villa Guerrero,EXTORSION,0
2024,Villa Guerrero,EXTORSION,1
2025,Villa Guerrero,EXTORSION,0
2015,Villa Hidalgo,EXTORSION,0
2016,Villa Hidalgo,EXTORSION,0
2017,Villa Hidalgo,EXTORSION,0
2018,Villa Hidalgo,EXTORSION,0
2019,Villa Hidalgo,EXTORSION,1
2020,Villa Hidalgo,EXTORSION,1
2021,Villa Hidalgo,EXTORSION,0
2022,Villa Hidalgo,EXTORSION,1
2023,Villa Hidalgo,EXTORSION,2
2024,Villa Hidalgo,EXTORSION,0
2025,Villa Hidalgo,EXTORSION,4
2015,Villa Purificación,EXTORSION,0
2016,Villa Purificación,EXTORSION,0
2017,Villa Purificación,EXTORSION,0
2018,Villa Purificación,EXTORSION,2
2019,Villa Purificación,EXTORSION,2
2020,Villa Purificación,EXTORSION,0
2021,Villa Purificación,EXTORSION,0
2022,Villa Purificación,EXTORSION,0
2023,Villa Purificación,EXTORSION,1
2024,Villa Purificación,EXTORSION,1
2025,Villa Purificación,EXTORSION,0
2015,Yahualica de González Gallo,EXTORSION,4
2016,Yahualica de González Gallo,EXTORSION,3
2017,Yahualica de González Gallo,EXTORSION,2
2018,Yahualica de González Gallo,EXTORSION,0
2019,Yahualica de González Gallo,EXTORSION,1
2020,Yahualica de González Gallo,EXTORSION,1
2021,Yahualica de González Gallo,EXTORSION,0
2022,Yahualica de González Gallo,EXTORSION,0
2023,Yahualica de González Gallo,EXTORSION,2
2024,Yahualica de González Gallo,EXTORSION,0
2025,Yahualica de González Gallo,EXTORSION,0
2015,Zacoalco de Torres,EXTORSION,1
2016,Zacoalco de Torres,EXTORSION,2
2017,Zacoalco de Torres,EXTORSION,1
2018,Zacoalco de Torres,EXTORSION,0
2019,Zacoalco de Torres,EXTORSION,1
2020,Zacoalco de Torres,EXTORSION,4
2021,Zacoalco de Torres,EXTORSION,2
2022,Zacoalco de Torres,EXTORSION,1
2023,Zacoalco de Torres,EXTORSION,1
2024,Zacoalco de Torres,EXTORSION,0
2025,Zacoalco de Torres,EXTORSION,0
2015,Zapopan,EXTORSION,113
2016,Zapopan,EXTORSION,124
2017,Zapopan,EXTORSION,80
2018,Zapopan,EXTORSION,138
2019,Zapopan,EXTORSION,97
2020,Zapopan,EXTORSION,119
2021,Zapopan,EXTORSION,85
2022,Zapopan,EXTORSION,101
2023,Zapopan,EXTORSION,77
2024,Zapopan,EXTORSION,78
2025,Zapopan,EXTORSION,48
2015,Zapotiltic,EXTORSION,6
2016,Zapotiltic,EXTORSION,2
2017,Zapotiltic,EXTORSION,6
2018,Zapotiltic,EXTORSION,2
2019,Zapotiltic,EXTORSION,8
2020,Zapotiltic,EXTORSION,5
2021,Zapotiltic,EXTORSION,2
2022,Zapotiltic,EXTORSION,2
2023,Zapotiltic,EXTORSION,0
2024,Zapotiltic,EXTORSION,1
2025,Zapotiltic,EXTORSION,3
2015,Zapotitlán de Vadillo,EXTORSION,0
2016,Zapotitlán de Vadillo,EXTORSION,0
2017,Zapotitlán de Vadillo,EXTORSION,0
2018,Zapotitlán de Vadillo,EXTORSION,0
2019,Zapotitlán de Vadillo,EXTORSION,0
2020,Zapotitlán de Vadillo,EXTORSION,0
2021,Zapotitlán de Vadillo,EXTORSION,0
2022,Zapotitlán de Vadillo,EXTORSION,0
2023,Zapotitlán de Vadillo,EXTORSION,0
2024,Zapotitlán de Vadillo,EXTORSION,0
2025,Zapotitlán de Vadillo,EXTORSION,0
2015,Zapotlanejo,EXTORSION,6
2016,Zapotlanejo,EXTORSION,7
2017,Zapotlanejo,EXTORSION,2
2018,Zapotlanejo,EXTORSION,4
2019,Zapotlanejo,EXTORSION,1
2020,Zapotlanejo,EXTORSION,6
2021,Zapotlanejo,EXTORSION,7
2022,Zapotlanejo,EXTORSION,9
2023,Zapotlanejo,EXTORSION,10
2024,Zapotlanejo,EXTORSION,6
2025,Zapotlanejo,EXTORSION,3
2015,Zapotlán del Rey,EXTORSION,0
2016,Zapotlán del Rey,EXTORSION,1
2017,Zapotlán del Rey,EXTORSION,0
2018,Zapotlán del Rey,EXTORSION,0
2019,Zapotlán del Rey,EXTORSION,2
2020,Zapotlán del Rey,EXTORSION,0
